Genome_ID,PGF_00004123,PGF_00021555,PGF_00013054,PGF_00201944,PGF_00000455,PGF_00021617,PGF_00057406,PGF_00212711,PGF_00021375,PGF_00054774
MDR_Target_Isolate,1,1,1,1,1,1,1,1,1,1
